MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
216808,,"The Wokingham Memorial Clinic",,,,,51.40843,-0.83606,"Red Cross Centre, 53A Denmark Street","Wokingham",,"Berkshire","England","It is on Denmark Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=216808,2/22/2023,2/22/2023
217515,,"The Birthplace of Robert Keayne",,,1912,"The Ancient and Honorable Artillery Company of Massachusetts",51.48420,-0.60815,"Keayne House, River Street","Windsor",,"Berkshire","England","It is on River Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=217515,3/6/2023,3/6/2023
217563,,"Windsor Martyrs",,,,"Royal Borough of Windsor and Maidenhead",51.48496,-0.60709,"43 Thames Street","Windsor",,"Berkshire","England","It is on Thames Street. ",,https://www.hmdb.org/m.asp?m=217563,3/5/2023,3/5/2023
217575,,"Eton Porny School",,,1812,,51.48860,-0.60884,"29 High Street","Eton",,"Berkshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=217575,3/5/2023,3/5/2023
217580,,"Queen Charlotte Street",,,,"Royal Borough of Windsor and Maidenhead",51.48230,-0.60707,"Queen Charlotte Street","Windsor",,"Berkshire","England","It can be reached from Queen Charlotte Street. ",,https://www.hmdb.org/m.asp?m=217580,3/5/2023,3/5/2023
217581,,"Windsor Bridge",,,,"Royal Borough of Windsor and Maidenhead",51.48571,-0.60815,"1 Thames Side","Windsor",,"Berkshire","England","It can be reached from Thames Side. ",,https://www.hmdb.org/m.asp?m=217581,3/5/2023,3/5/2023
217583,,"Public Well and Pump",,,2002,"The Windsor and Eton Society",51.48593,-0.60532,"10 Datchet Road","Windsor",,"Berkshire","England","It is on Datchet Road. ",,https://www.hmdb.org/m.asp?m=217583,3/5/2023,3/5/2023
217585,,"Extracts From The History Of Bracknell",,,1993,,51.41499,-0.75017,"54 High Street","Bracknell",,"Berkshire","England","It can be reached from High Street. ",,https://www.hmdb.org/m.asp?m=217585,3/5/2023,3/5/2023
217661,,"The Fox",,,,,51.44669,-0.32718,"39 Church Street","Twickenham",,"Greater London","England","It is on Church Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=217661,3/6/2023,3/6/2023
217943,,"The Electric Theatre",,,,,51.41074,-0.83459,"10 Broad Street","Wokingham",,"Berkshire","England","It is on Broad Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=217943,3/11/2023,3/11/2023
217987,,"Egham War Memorial",,,,,51.43240,-0.54475,"St John the Baptist Church","Egham",,"Surrey","England","It is on High Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=217987,3/12/2023,3/15/2023
218018,,"Henry Beaucourt Skyrme",,,,,51.41217,-0.70745,"London Rd","Chavey Down",,"Berkshire","England","It is at the intersection of London Road and Priory Road/Swinley Road, on the right when traveling west on London Road. ",,https://www.hmdb.org/m.asp?m=218018,3/13/2023,8/31/2023
218408,,"Oriental Plane","Platanus orientalis",,2008,"Wokingham District Veteran Tree Association",51.41164,-0.83515,"31 Broad Street","Wokingham",,"Berkshire","England","It can be reached from Broad Street. ",,https://www.hmdb.org/m.asp?m=218408,3/19/2023,3/19/2023
218410,,"St. Paul's Schools",,,1911,,51.41232,-0.83922,"37 The Terrace","Wokingham",,"Berkshire","England","It is at the intersection of Shute End and The Terrace, on the right when traveling east on Shute End. ",,https://www.hmdb.org/m.asp?m=218410,3/19/2023,3/19/2023
218412,,"The Old 1776 Workhouse",,,,"Wokingham Society",51.40921,-0.83502,"22 Denmark Street","Wokingham",,"Berkshire","England","It can be reached from Denmark Street. ",,https://www.hmdb.org/m.asp?m=218412,3/19/2023,3/19/2023
218675,,"The Rose Inn",,,,"The Wokingham Society, Oakman Group plc",51.41011,-0.83337,"30 Market Place","Wokingham",,"Berkshire","England","It is on Market Place. ",,https://www.hmdb.org/m.asp?m=218675,3/24/2023,3/24/2023
218830,,"Fred Russell","1862 - 1957",,2009,"English Heritage",51.46639,-0.21536,"2 Lower Richmond Road","Wandsworth","Putney","Greater London","England","It is on Lower Richmond Road, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=218830,3/25/2023,3/25/2023
218872,,"Putney Bridge and the River Thames",,,,,51.46790,-0.21266,"Thames Path","Hammersmith and Fulham","Fulham","Greater London","England","It can be reached from Thames Path. ",,https://www.hmdb.org/m.asp?m=218872,3/25/2023,3/25/2023
218889,,"Fulham War Memorial",,,,,51.46894,-0.21122,"Vicarage Gardens","Hammersmith and Fulham","Fulham","Greater London","England","It can be reached from Putney Bridge Approach. ",,https://www.hmdb.org/m.asp?m=218889,3/26/2023,3/26/2023
218890,,"In Memory Of Henry West",,,1840,,51.45662,-0.96885,"The Forbury","Reading",,"Berkshire","England","It can be reached from The Forbury. ",,https://www.hmdb.org/m.asp?m=218890,3/26/2023,3/26/2023
218892,,"The Government of Windsor","History",,,,51.48211,-0.60676,"8 Market Street","Windsor",,"Berkshire","England","It can be reached from Market Street. ",,https://www.hmdb.org/m.asp?m=218892,3/26/2023,3/26/2023
219500,,"Goddard Way","Thomas Lawrence Brickworks",,,"Bracknell Forest Council, Warfield Parish Council",51.42774,-0.74075,"Goddard Way","Warfield",,"Berkshire","England","It can be reached from Goddard Way. ",,https://www.hmdb.org/m.asp?m=219500,4/2/2023,4/2/2023
219523,,"White Horse",,,,,51.51339,-0.13857,"16 Newburgh Street","City of Westminster","Soho","Greater London","England","It is on Newburgh Street. ",,https://www.hmdb.org/m.asp?m=219523,4/2/2023,4/2/2023
220077,,"The Trafalgar Way","Egham",,2006,"Runnymede Borough Council, Loch Fyne Restaurant",51.43179,-0.55361,"5-6 High Street","Egham",,"Surrey","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=220077,4/9/2023,4/10/2023
220078,,"Eton Wick War Memorial",,,1984,,51.49724,-0.63585,"3A Eton Wick Road","Eton Wick",,"Berkshire","England","It is on Eton Wick Road. ",,https://www.hmdb.org/m.asp?m=220078,4/9/2023,4/9/2023
220090,,"War Horse Memorial / Pride of The War Horse",,,2018,"The War Horse Memorial CIC, Ascot Racecourse, the Royal Borough of Windsor and Maidenhead",51.41148,-0.68739,"A329","Windsor and Maidenhead",,"Berkshire","England","It is at the intersection of High Street on High Street. ",,https://www.hmdb.org/m.asp?m=220090,4/12/2023,4/12/2023
220149,,"York Road Football Ground",,,,"Royal Borough of Windsor and Maidenhead",51.52023,-0.71875,"32 York Rd","Maidenhead",,"Berkshire","England","It can be reached from York Road. ",,https://www.hmdb.org/m.asp?m=220149,4/16/2023,4/16/2023
220150,,"Chapel Arches",,,,"Royal Borough of Windsor and Maidenhead",51.52299,-0.71710,"1a High St","Maidenhead",,"Berkshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=220150,4/16/2023,4/16/2023
220165,,"The Greyhound Inn",,,,"Maidenhead and District Civic Society",51.52285,-0.72084,"66 High St","Maidenhead",,"Berkshire","England","It can be reached from High Street. ",,https://www.hmdb.org/m.asp?m=220165,4/11/2023,4/11/2023
220439,,"Diana Dors","1931 - 1984",,2020,"Shanly Homes",51.52315,-0.71709,"2 High St","Maidenhead",,"Berkshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=220439,4/16/2023,1/18/2025
220440,,"Prize Pig",,,,"Shanly Homes",51.52342,-0.71717,"4 High St","Maidenhead",,"Berkshire","England","It can be reached from High Street. ",,https://www.hmdb.org/m.asp?m=220440,4/16/2023,4/16/2023
220441,,"Twyford War Memorial",,,,,51.47671,-0.86542,"9 Station Rd","Twyford",,"Berkshire","England","It is on Station Road. ",,https://www.hmdb.org/m.asp?m=220441,4/16/2023,10/3/2023
220604,,"Eton Wick and Boveney War Memorial",,,1920,,51.49594,-0.63018,"St John the Baptist Church","Eton Wick",,"Berkshire","England","It is on Sheepcote Road. ",,https://www.hmdb.org/m.asp?m=220604,4/18/2023,4/19/2023
220741,,"Billy Waters","c1778 - 1823",,2023,"Nubian Jak Community Trust and Camden Council",51.51661,-0.12734,"12 Dyott Street","Camden",,"Greater London","England","It is at the intersection of Dyott Street and Bucknall Street, on the left when traveling north on Dyott Street. ",,https://www.hmdb.org/m.asp?m=220741,4/21/2023,4/21/2023
220762,,"Fl. Sgt. Jack Nissenthall, RAF",,,2023,"Jewish American Society for Historic Preservation, U.K. Branch, AJEX (U.K)",51.52408,-0.07497,"4 Chance St","Tower Hamlets",,"Greater London","England","It is at the intersection of Chance Street and Whitby Street, on the right when traveling north on Chance Street. ",,https://www.hmdb.org/m.asp?m=220762,4/22/2023,12/21/2023
220783,,"The Ship Tavern","Founded AD 1549 · Rebuilt AD 1923",,,,51.51721,-0.11908,"12 Gate St","Camden","Holborn","Greater London","England","It can be reached from Gate Street. ",,https://www.hmdb.org/m.asp?m=220783,4/21/2023,4/21/2023
221291,,"John Thurloe","Secretary Of State 1652",,,"Cromwell Association",51.51635,-0.11214,"35 Chancery Lane","City of London","Holborn","Greater London","England","It is on Chancery Lane. ",,https://www.hmdb.org/m.asp?m=221291,4/27/2023,9/11/2023
221369,,"Queen Eleanor Memorial Cross",,,,,51.50843,-0.12530,"Strand","City of Westminster",,"Greater London","England","It is on Strand, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=221369,4/29/2023,4/29/2023
221524,,"The Ducking Stool",,,,"Christchurch Council",50.73460,-1.77468,"17 Ducking Stool Lane","Christchurch",,"Dorset","England","It can be reached from Ducking Stool Lane. ",,https://www.hmdb.org/m.asp?m=221524,4/29/2023,4/29/2023
221533,,"Priory Church",,,,"Christchurch Local History Society",50.73270,-1.77517,"13a Church Street","Christchurch",,"Dorset","England","It is on Church Street. ",,https://www.hmdb.org/m.asp?m=221533,4/29/2023,4/29/2023
221540,,"World War II Memorial",,,1995,,50.73146,-1.77580,"2-10 Quay Road","Christchurch",,"Dorset","England","It is on Quay Road. ",,https://www.hmdb.org/m.asp?m=221540,4/29/2023,4/29/2023
221626,,"The Niblett Pegasus","William Charles Niblett",,2004,,51.51301,-0.11024,"Crown Office Row","City of London","Temple","Greater London","England","It can be reached from Crown Office Row. ",,https://www.hmdb.org/m.asp?m=221626,4/30/2023,9/11/2023
221640,,"The Angel and Blue Pig",,,,"Rotary Club of Lymington",50.75868,-1.54064,"107-108 High St","Lymington",,"Hampshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=221640,4/30/2023,4/30/2023
221645,,"Christchurch Castle and Norman House","Symbol of Norman Power",,,"English Heritage",50.73386,-1.77447,"18 Castle Street","Christchurch",,"Dorset","England","It can be reached from Castle Street. ",,https://www.hmdb.org/m.asp?m=221645,4/30/2023,4/30/2023
221702,,"Old Ascot Fire Station",,,1902,,51.41056,-0.67151,"67 High Street","Ascot",,"Berkshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=221702,5/7/2023,5/7/2023
222548,,"Victoria Embankment Gardens",,,,,51.50804,-0.12289,"Watergate Walk","City of Westminster",,"Greater London","England","It can be reached from Watergate Walk. ",,https://www.hmdb.org/m.asp?m=222548,5/9/2023,5/9/2023
222552,,"The Warfield Ice House","The Chestnuts",,,"Bracknell Forest Council",51.42144,-0.72689,"Julius Hill","Warfield",,"Berkshire","England","It can be reached from Julius Hill. ",,https://www.hmdb.org/m.asp?m=222552,5/9/2023,5/9/2023
222558,,"The Chestnuts","Warfield Park",,,"Bracknell Forest Council",51.42114,-0.72550,"Julius Hill","Warfield",,"Berkshire","England","It can be reached from Julius Hill. ",,https://www.hmdb.org/m.asp?m=222558,5/9/2023,5/9/2023
222571,,"Edmund's Green Orchard",,,,"Bracknell Forest Council",51.42105,-0.73322,"Jigs Lane South","Warfield",,"Berkshire","England","It can be reached from Jigs Lane South. ",,https://www.hmdb.org/m.asp?m=222571,5/9/2023,5/9/2023
222723,,"Captain Isidore Newman",,,2023,"Jewish American Society for Historic Preservation (U.K. Branch), AJEX U.K.",54.77607,-1.58544,"52 Hawthorn Terr","Durham",,"County Durham","England","It is on Hawthorn Terrace. ",,https://www.hmdb.org/m.asp?m=222723,5/11/2023,12/21/2023
223369,,"Sealing of the Magna Carta at Runnymede","1215 AD",,,,51.43255,-0.54527,"72 High Street","Egham",,"Surrey","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=223369,5/14/2023,11/2/2023
223370,,"The Town of Christchurch-Twynham",,,,"English Heritage",50.73382,-1.77411,"18 Castle Street","Christchurch",,"Dorset","England","It is on Castle Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=223370,5/15/2023,5/15/2023
223372,,"Welcome to The Vine",,,,"Sevenoaks Town Council",51.27444,0.19321,"Vine Gardens","Sevenoaks",,"Kent","England","It can be reached from Vine Gardens. ",,https://www.hmdb.org/m.asp?m=223372,5/15/2023,5/15/2023
223481,,"The Lyric Picture Theatre",,,,"Rotary Club of Lymington",50.75718,-1.54634,"2-5 St Thomas Street","Lymington",,"Hampshire","England","It is on Saint Thomas Street. ",,https://www.hmdb.org/m.asp?m=223481,5/15/2023,5/15/2023
223575,,"First Gas Lighting",,,1832,,50.75416,-1.52865,"Bath Road","Lymington",,"Hampshire","England","It can be reached from Bath Road. ",,https://www.hmdb.org/m.asp?m=223575,5/16/2023,5/16/2023
223834,,"Dedworth and Clewer War Memorial",,,1923,,51.47913,-0.63192,"52C Dedworth Rd","Windsor",,"Berkshire","England","It is on Dedworth Road. ",,https://www.hmdb.org/m.asp?m=223834,5/24/2023,5/24/2023
223840,,"Maidenhead Bridge",,,,"Maidenhead & District Civic Society",51.52407,-0.70290,"Opposite Thames Riviera Hotel, Bridge Road","Maidenhead",,"Berkshire","England","It can be reached from Bath Road. ",,https://www.hmdb.org/m.asp?m=223840,5/22/2023,5/22/2023
223934,,"The Old Fire Station",,,1881,,51.09252,-1.16171,"54 Broad St","New Alresford",,"Hampshire","England","It is on Broad Street. ",,https://www.hmdb.org/m.asp?m=223934,6/1/2023,6/1/2023
224210,,"Richard Dimbleby CBE","1913-1965",,,"Royal Borough of Windsor and Maidenhead",51.53286,-0.69953,"2 Lower Cookham Road","Maidenhead",,"Berkshire","England","It can be reached from Lower Cookham Road. ",,https://www.hmdb.org/m.asp?m=224210,5/24/2023,5/24/2023
224213,,"Welcome to Ray Mill Island",,,,"RBWM ParksTeam",51.53350,-0.69876,"2 Lower Cookham Road","Maidenhead",,"Berkshire","England","It can be reached from Lower Cookham Road. ",,https://www.hmdb.org/m.asp?m=224213,5/24/2023,5/24/2023
224615,,"Virginia Water",,,,,51.41015,-0.59271,"The Wheatsheaf, London Road","Virginia Water",,"Surrey","England","It can be reached from London Road. ",,https://www.hmdb.org/m.asp?m=224615,5/29/2023,5/29/2023
224643,,"Nunney Castle","A Medieval Masterpiece",,,"English Heritage",51.21032,-2.37845,,"Nunney",,"Somerset","England","It can be reached from Church Street. ",,https://www.hmdb.org/m.asp?m=224643,5/30/2023,5/30/2023
224833,,"The Blue House",,,2002,"Frome Society for Local Study",51.23177,-2.32021,"4 The Bridge","Frome",,"Somerset","England","It is at the intersection of Market Place and Scott Road, on the right when traveling north on Market Place. ",,https://www.hmdb.org/m.asp?m=224833,6/2/2023,7/3/2023
225069,,"Isaac Johnson","1754-1835",,,"The Woodbridge Society",52.09390,1.31369,"7 Market Hill","Woodbridge",,"Suffolk","England","It is on Market Hill, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=225069,6/3/2023,6/3/2023
225071,,"Thomas Seckford","1515-1587",,,"The Woodbridge Society",52.09348,1.31429,"25 Church Street","Woodbridge",,"Suffolk","England","It is on Church Street, on the left. ",,https://www.hmdb.org/m.asp?m=225071,6/3/2023,6/3/2023
225912,,"Ipswich Almshouses",,,,,52.05477,1.15773,"34 Foundation Street","Ipswich",,"Suffolk","England","It is on Foundation Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=225912,6/13/2023,6/13/2023
228001,,"Wilfrid Israel","11 July 1899 – 1 June 1943",,2023,"Jewish American Society for Historic Preservation",51.57747,-0.19415,,"Barnet",,"Greater London","England","It is on Hoop Lane, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=228001,7/13/2023,12/21/2023
228319,,"The Charles Frohman Memorial",,,1924,,51.56855,-0.77324,"85 The Causeway","Marlow",,"Buckinghamshire","England","It is on The Causeway. ",,https://www.hmdb.org/m.asp?m=228319,7/15/2023,3/3/2025
228394,,"Marlow War Memorial",,,1920,,51.56900,-0.77387,"85 The Causeway","Marlow",,"Buckinghamshire","England","It is on The Causeway. ",,https://www.hmdb.org/m.asp?m=228394,7/16/2023,7/16/2023
228397,,"Causeway Bridge",,,1929,,51.56014,-0.71166,"The Moor","Cookham",,"Berkshire","England","It is on The Moor. ",,https://www.hmdb.org/m.asp?m=228397,7/16/2023,7/16/2023
228429,,"The Old Gaol",,,,"Buckingham Heritage Trust",52.00111,-0.98616,"2 High Street","Buckingham",,"Buckinghamshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=228429,7/16/2023,7/16/2023
229078,,"Dyson Memorial Fountain",,,1908,,51.48427,-0.61125,"Alexandra Gardens","Windsor",,"Berkshire","England","It can be reached from Goswell Road. ",,https://www.hmdb.org/m.asp?m=229078,7/28/2023,7/28/2023
229080,,"Christian Victor",,,,,51.48465,-0.60718,"40A Thames Street","Windsor",,"Berkshire","England","It is on Thames Street. ",,https://www.hmdb.org/m.asp?m=229080,7/23/2023,7/23/2023
229114,,"Berkshire Yeomanry War Memorial",,,,,51.48471,-0.61072,,"Windsor",,"Berkshire","England","It is at the intersection of Goswell Road and Barry Avenue, on the right when traveling north on Goswell Road. ",,https://www.hmdb.org/m.asp?m=229114,7/23/2023,7/23/2023
229343,,"Hoxton Jewish Cemetery",,,2023,"Jewish American Society for Historic Preservation, UK Branch, and New City College",51.52946,-0.07990,"50 Hoxton Street","Hackney",,"Greater London","England","It is on Hoxton Street near Falkirk Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=229343,7/28/2023,7/31/2023
229470,,"Methodist Church",,,,,51.26540,-1.08819,"13 Church Street","Basingstoke",,"Hampshire","England","It can be reached from Church Street. ",,https://www.hmdb.org/m.asp?m=229470,7/29/2023,7/29/2023
229471,,"Remembrance Garden",,,,"Basingstoke Heritage Society",51.26483,-1.08901,"6 Church Square","Basingstoke",,"Hampshire","England","It can be reached from Church Square. ",,https://www.hmdb.org/m.asp?m=229471,7/29/2023,7/29/2023
229475,,"Lt. Col. Leo Genn, RA, Croix de Guerre",,,,,51.56934,-0.06837,"144 Kyverdale Road","Hackney","Clapton","Greater London","England","It is on Kyverdale Road, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=229475,7/30/2023,7/30/2023
229486,,"William and Mary",,,1988,,51.41820,-1.51340,"41 Charnham Street","Hungerford",,"Berkshire","England","It is on Charnham Street. ",,https://www.hmdb.org/m.asp?m=229486,7/29/2023,7/29/2023
229522,,"The Carpenters Arms",,,,,51.48234,-0.60692,"6b Market Street","Windsor",,"Berkshire","England","It can be reached from Market Street. ",,https://www.hmdb.org/m.asp?m=229522,7/30/2023,7/30/2023
229523,,"The Royal Free School",,,,,51.48223,-0.60620,"8-9 Church Street","Windsor",,"Berkshire","England","It can be reached from Church Street. ",,https://www.hmdb.org/m.asp?m=229523,7/30/2023,7/30/2023
229524,,"The Vicarage, New Windsor",,,,,51.48169,-0.60685,"14 High Street","Windsor",,"Berkshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=229524,7/30/2023,7/30/2023
229529,,"King Edward VII Gateway",,,,"Royal Borough of Windsor and Maidenhead",51.48368,-0.60855,"16-17 Thames Street","Windsor",,"Berkshire","England","It is on Thames Street. ",,https://www.hmdb.org/m.asp?m=229529,7/30/2023,7/30/2023
229531,,"Church Street Gardens","The Heritage Garden",,,,51.48223,-0.60654,"8-9 Church Street","Windsor",,"Berkshire","England","It is on Church Street. ",,https://www.hmdb.org/m.asp?m=229531,7/30/2023,7/30/2023
229539,,"Charles Knight","1791 - 1873",,,"Windsor and Eton Society",51.48134,-0.60817,"Bachelors Acre","Windsor",,"Berkshire","England","It can be reached from Bachelors Acre. ",,https://www.hmdb.org/m.asp?m=229539,7/30/2023,7/30/2023
229540,,"Alexandra Gardens Bandstand",,,2016,"the Community Covenant Grant Scheme and the Royal Borough of Windsor and Maidenhead",51.48427,-0.61114,"7 Goswell Road","Windsor",,"Berkshire","England","It can be reached from Goswell Road. ",,https://www.hmdb.org/m.asp?m=229540,7/30/2023,7/30/2023
229541,,"Alexandra Gardens",,,1902,"Borough of New Windsor",51.48433,-0.61111,"7 Goswell Road","Windsor",,"Berkshire","England","It can be reached from Goswell Road. ",,https://www.hmdb.org/m.asp?m=229541,7/30/2023,7/30/2023
229543,,"Alexandra Gardens Extension",,,1905,"Borough of New Windsor",51.48428,-0.61113,"7 Goswell Road","Windsor",,"Berkshire","England","It can be reached from Goswell Road. ",,https://www.hmdb.org/m.asp?m=229543,7/30/2023,7/30/2023
229547,,"Jubilee Obelisk",,,1810,"Bachelors of Windsor",51.48023,-0.60712,"15 Victoria Street","Windsor",,"Berkshire","England","It can be reached from Victoria Street. ",,https://www.hmdb.org/m.asp?m=229547,7/30/2023,7/31/2023
229548,,"Mary Delany and Fanny Burney",,,,,51.48261,-0.60632,"12 St Alban's Street","Windsor",,"Berkshire","England","It is on St Alban's Street. ",,https://www.hmdb.org/m.asp?m=229548,7/31/2023,2/5/2024
229949,,"Jane Austen",,,,,51.05869,-1.31375,"8 College Street","Winchester",,"Hampshire","England","It is on College Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=229949,8/5/2023,8/5/2023
229955,,"Chesil Rectory",,,,,51.06084,-1.30705,"1 Chesil Street","Winchester",,"Hampshire","England","It is on Chesil Street. ",,https://www.hmdb.org/m.asp?m=229955,8/6/2023,8/6/2023
229956,,"John Curwen",,,,"Basingstoke Heritage Society",51.26247,-1.08548,"19 London Street","Basingstoke",,"Hampshire","England","It is on London Street. ",,https://www.hmdb.org/m.asp?m=229956,8/6/2023,8/6/2023
229957,,"Lady Lisle",,,,,51.06201,-1.31478,"5-6 The Square","Winchester",,"Hampshire","England","It is on The Square, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=229957,8/6/2023,8/6/2023
229958,,"WWI Pilot War Graves",,,2018,,51.11318,-1.48765,"1 A3057","Stockbridge",,"Hampshire","England","It is on A3057. ",,https://www.hmdb.org/m.asp?m=229958,8/5/2023,8/5/2023
230003,,"Seagram's Mill",,,,,51.05805,-1.30874,"4 Wharf Hill","Winchester",,"Hampshire","England","It can be reached from Wharf Hill. ",,https://www.hmdb.org/m.asp?m=230003,8/6/2023,8/6/2023
230005,,"5 & 6, The Square",,,,,51.06198,-1.31472,"5-6 The Square","Winchester",,"Hampshire","England","It is on The Square, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=230005,8/7/2023,8/7/2023
230008,,"King's Royal Rifle Corps War Memorial",,,1922,,51.06126,-1.31446,"9 The Close","Winchester",,"Hampshire","England","It can be reached from The Close. ",,https://www.hmdb.org/m.asp?m=230008,8/5/2023,8/5/2023
230010,,"Godbegot",,,,,51.06289,-1.31579,"101 High Street","Winchester",,"Hampshire","England","It can be reached from High Street. ",,https://www.hmdb.org/m.asp?m=230010,8/6/2023,8/6/2023
230012,,"City Cross (Butter Cross)",,,,,51.06269,-1.31493,"41 High Street","Winchester",,"Hampshire","England","It can be reached from High Street. ",,https://www.hmdb.org/m.asp?m=230012,8/6/2023,8/6/2023
230024,,"Stockbridge War Memorial",,,1921,,51.11339,-1.48758,"37 Winton Hill","Stockbridge",,"Hampshire","England","It is on Winton Hill. ",,https://www.hmdb.org/m.asp?m=230024,8/5/2023,8/5/2023
230027,,"River Itchen",,,,,51.05998,-1.30772,"11 Colebrook Street","Winchester",,"Hampshire","England","It can be reached from Colebrook Street. ",,https://www.hmdb.org/m.asp?m=230027,8/5/2023,8/5/2023
230043,,"St Giles' War Shrine",,,1917,,51.45078,-0.97060,"St Giles' Church, Southampton St","Reading",,"Berkshire","England","It is on Southampton Street. ",,https://www.hmdb.org/m.asp?m=230043,8/7/2023,8/7/2023
230044,,"WWII Bombing of Reading",,,2013,,51.45637,-0.96972,"1 Friar Street","Reading",,"Berkshire","England","It is on Friar Street. ",,https://www.hmdb.org/m.asp?m=230044,8/7/2023,8/7/2023
230046,,"Simeon Monument",,,1804,,51.45563,-0.96949,"13 Market Place","Reading",,"Berkshire","England","It is on Market Place. ",,https://www.hmdb.org/m.asp?m=230046,8/6/2023,8/6/2023
230051,,"Quakers in Reading",,,,"Mid Thames Quakers",51.45133,-0.96858,"2 Church Street","Reading",,"Berkshire","England","It is on Church Street. ",,https://www.hmdb.org/m.asp?m=230051,8/7/2023,8/7/2023
230052,,"Welcome to Alexandra Gardens",,,,"Royal Borough of Windsor and Maidenhead",51.48425,-0.61118,"7 Goswell Rd","Windsor",,"Berkshire","England","It can be reached from Goswell Road. ",,https://www.hmdb.org/m.asp?m=230052,8/7/2023,8/7/2023
230053,,"The Royal Borough During The First World War 1914-1918",,,,"Royal Borough of Windsor and Maidenhead",51.48081,-0.60834,"5 Bachelors Acre","Windsor",,"Berkshire","England","It can be reached from Bachelors Acre. ",,https://www.hmdb.org/m.asp?m=230053,8/7/2023,11/4/2023
230054,,"Alfred, King of the West Saxons (AD 871-899)",,,,,51.06129,-1.30906,"65 The Broadway","Winchester",,"Hampshire","England","It is on The Broadway, in the median. ",,https://www.hmdb.org/m.asp?m=230054,8/7/2023,8/7/2023
230057,,"D Day Landings",,,,"Basingstoke Heritage Society",51.26229,-1.08961,"Winton Square","Basingstoke",,"Hampshire","England","It is on Winton Square, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=230057,8/7/2023,8/7/2023
230059,,"William The Conqueror's Palace",,,,,51.06260,-1.31507,"The Square","Winchester",,"Hampshire","England","It can be reached from The Square. ",,https://www.hmdb.org/m.asp?m=230059,8/7/2023,8/7/2023
230484,,"Laurenthes Braag",,,,,51.45430,-0.97345,"Reading Minster","Reading",,"Berkshire","England","It can be reached from Saint Mary's Butts. ",,https://www.hmdb.org/m.asp?m=230484,8/11/2023,8/11/2023
230490,,"Winchester Guildhall",,,,,51.06276,-1.31584,"49 High Street","Winchester",,"Hampshire","England","It is at the intersection of St. Thomas Street and High Street, on the left when traveling south on St. Thomas Street. ",,https://www.hmdb.org/m.asp?m=230490,8/11/2023,8/11/2023
230553,,"Bachelors Acre",,,,"Royal Borough of Windsor and Maidenhead",51.48128,-0.60813,"3 Bachelors Acre","Windsor",,"Berkshire","England","It can be reached from Bachelors Acre. ",,https://www.hmdb.org/m.asp?m=230553,8/12/2023,8/12/2023
230554,,"The Hospitium",,,,"Reading Borough Council",51.45671,-0.96881,"6 The Forbury","Reading",,"Berkshire","England","It can be reached from The Forbury. ",,https://www.hmdb.org/m.asp?m=230554,8/12/2023,8/12/2023
230556,,"The Trafalgar Way","Bagshot - 19th Post-Horse Change",,2005,"Windlesham Parish Council",51.36155,-0.69234,"9 The Square","Bagshot",,"Surrey","England","It is on The Square. ",,https://www.hmdb.org/m.asp?m=230556,8/12/2023,8/12/2023
230559,,"Jubilee Lamp",,,1897,,51.36155,-0.69234,"9 The Square","Bagshot",,"Surrey","England","It is on The Square. ",,https://www.hmdb.org/m.asp?m=230559,8/20/2023,8/20/2023
230573,,"Lifeboat Service",,,,"Society Of Poole Men",50.71286,-1.98841,"8 High Street","Poole",,"Dorset","England","It is on High Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=230573,8/12/2023,8/12/2023
